nome_normalizado,ordem_pessoa,estado,diario,data_publicacao,ano,tipo_ato,nome,nome_original_csv,spacy_pessoa,spacy_entidades,cargo,orgao,caderno,fonte_url,arquivo_markdown,arquivo_csv,linha_csv,ato_anterior,data_anterior,cargo_anterior,orgao_anterior,dias_desde_anterior,retorno_apos_exoneracao,data_exoneracao_anterior,cargo_exoneracao_anterior,orgao_exoneracao_anterior,dias_desde_exoneracao,mudou_cargo_desde_exoneracao,mudou_orgao_desde_exoneracao,marco_governo,data_marco_governo,dias_desde_marco_governo
ADEMIR DE OLIVEIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-03-27,2024,nomeacao,ADEMIR DE OLIVEIRA,ADEMIR DE OLIVEIRA,sim,ADEMIR DE OLIVEIRA:MISC|Ademir De Oliveira:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVSamVFMXJVWGRPYWxGMFRqQk5NbEZwTURCUlZHTXpURlZGTVZGVVkzUk9SVWt4VWtWV1JWSkZXa05TUkU1RFRWUmpNMDU2VlRCT2FsVXpUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-03-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,6820,,,,,,nao,,,,,,,,,
ADEMIR DE OLIVEIRA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-06-16,2025,exoneracao,ADEMIR DE OLIVEIRA,ADEMIR DE OLIVEIRA,sim,ADEMIR DE OLIVEIRA:MISC|Ademir De Oliveira:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wRmVWRnFWVE5OTUVWMFQwUlNRazFUTURCTlJFSkdURlJvUjFKRlVYUk5SR3QzVGxWR1JrMXFTa0pSYTFVeVRWUmpNMDU2VlhoT1ZGVXlUbEU5UFE9PQ==,LAKE\RJ\2025\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-06-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,5314,nomeacao,2024-03-27,,,446,nao,,,,,,,,,
ADEMIR DE OLIVEIRA SANTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-09-23,2025,exoneracao,ADEMIR DE OLIVEIRA SANTOS,ADEMIR DE OLIVEIRA SANTOS,sim,ADEMIR DE OLIVEIRA SANTOS:MISC|Ademir De Oliveira Santos:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwYVEwNXFhekpPTUVWMFRWUlJOVTlETURCU2FtTXpURlZKTUUxNlNYUlNhbU4zVW1wQk1VMUVVVEZOYTBsNlRWUmpNMDU2VlhoT1JFVTFUbEU5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-23.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,2734,,,,,,nao,,,,,,,,,
ADEMIR DE OLIVEIRA SANTOS,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-12-16,2025,nomeacao,ADEMIR DE OLIVEIRA SANTOS,ADEMIR DE OLIVEIRA SANTOS,sim,ADEMIR DE OLIVEIRA SANTOS:MISC|Ademir De Oliveira Santos:PER,para exercer o cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wTk0wMUVRa1pTYW1kMFRrVk9SVTFwTURCUFZHaERURlZGTTA1RVZYUlJhMUUxVFZSQk5VNVZXa1pSZWxrd1RWUmpNMDU2VlhoTmFtdDVUV2M5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,161,exoneracao,2025-09-23,do cargo em comissão de Assessor,,84,sim,2025-09-23,do cargo em comissão de Assessor,,84,sim,nao,,,
ADEMIR VIEIRA FORTUNATO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-20,2026,nomeacao,ADEMIR VIEIRA FORTUNATO,ADEMIR VIEIRA FORTUNATO,sim,ADEMIR VIEIRA:PER,para exercer o cargo em comissão de Assistente II,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwR1EwNUZWVEJSYTBsMFQxVk5kMDlUTURCTk1Fa3hURlZKZWxKRlJYUk5NRkpEVVZWRk1sRXdUWGRPVlZWM1RWUmpNMDU2VlhkUFZFRTBUbmM5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,1690,,,,,,nao,,,,,,,,,
ADENAUER AGUIAR BASTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-08-26,2024,nomeacao,ADENAUER AGUIAR BASTOS,ADENAUER AGUIAR BASTOS,sim,ADENAUER:LOC|Adenauer Aguiar Bastos:PER,para exercer o cargo em comissão de Chefe de Serviço,do Departamento de Trânsito do Estado do Rio de Janeiro - DETRAN/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10WmVsRlZUVEZQVkd0MFVWUkpNVkY1TURCT2VtTjNURlZKTTA1NmEzUk9la0V3VG5wR1FrMTZaek5PVlVVeVRWUmpNMDU2VlhsTmFrbDVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-08-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,2629,,,,,,nao,,,,,,,,,
ADENILCE SILVA DOS SANTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-08-19,2024,nomeacao,ADENILCE SILVA DOS SANTOS,ADENILCE SILVA DOS SANTOS,sim,ADENILCE:ORG|Adenilce Silva Dos Santos:PER,para exercer o cargo comissionado de Chefe da Seção de Fomento à Agricultura Familiar da Unidade de Paty de Al￾feres,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGpCV1FrNVVVa1pOUkZGMFRVVk9SRTVUTURCT1JWa3pURlZLUjAxRVdYUk5NRWw1VGpCV1JsRlVhRVpPZWxreVRWUmpNMDU2VlhsTmFra3dUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-08-19.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,2809,,,,,,nao,,,,,,,,,
ADENILSON HONORATO DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-07-05,2024,exoneracao,ADENILSON HONORATO DA SILVA,ADENILSON HONORATO DA SILVA,sim,ADENILSON HONORATO DA SILVA:MISC|Adenilson Honorato:PER,do cargo em comissão de Assessor Especial,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG5wQ1JrMVVWVE5QVkZGMFRXdE5NRTU1TURCTlJHc3pURlJuZDFKVVJYUk9NRTE1VFRCVmVsSnJTWGxTYTBaRFRWUmpNMDU2VlhsTmFsRjNUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-07-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,3862,,,,,,nao,,,,,,,,,
ADENILSON HONORATO DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-10-10,2024,nomeacao,ADENILSON HONORATO DA SILVA,ADENILSON HONORATO DA SILVA,sim,ADENILSON HONORATO DA SILVA:MISC|Adenilson Honorato:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSTmVrNVVXVEZOZW1kMFRtdE5NazVUTURCUmFra3pURlZKTWxKVldYUk5SVTVFVWtWT1EwMVZSa1JTVkUxNVRWUmpNMDU2VlhoUFJHY3lUWGM5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1682,exoneracao,2024-07-05,do cargo em comissão de Assessor Especial,,97,sim,2024-07-05,do cargo em comissão de Assessor Especial,,97,nao,nao,,,
ADENIR MARCELO DOS SANTOS EUGENIO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-29,2025,exoneracao,ADENIR MARCELO DOS SANTOS EUGÊNIO,ADENIR MARCELO DOS SANTOS EUGÊNIO,sim,ADENIR MARCELO DOS SANTOS EUGÊNIO:PER,do cargo em comissão de Coordenador,do Departamento de Transpor- tes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW10YVFrNXFSVEpOVkVWMFVtdE5lVkpETURCTmEwbDRURlJyTlU1NlFYUlNWR2hDVWtScmVVNVZXa1pQUlVaRVRWUmpNMDU2VlhoT1ZFRjZUa0U5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-29.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4466,,,,,,nao,,,,,,,,,
ADENIR MARCELO DOS SANTOS EUGENIO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-31,2025,nomeacao,ADENIR MARCELO DOS SANTOS EUGÊNIO,ADENIR MARCELO DOS SANTOS EUGÊNIO,sim,ADENIR MARCELO DOS SANTOS EUGÊNIO:PER,para exercer o cargo em comissão de Assessor,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSSk5VMHdXa1ZSYWxGMFRXcG5NRTFETURCUmVsWkNURlZKTUU1VVozUk5WRlpDVVZSQmQxRlVSVE5OVkdONlRWUmpNMDU2VlhoT1ZFRjNUa0U5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-31.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4418,exoneracao,2025-07-29,do cargo em comissão de Coordenador,do Departamento de Transpor- tes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,2,sim,2025-07-29,do cargo em comissão de Coordenador,do Departamento de Transpor- tes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,2,sim,sim,,,
ADE￾MARIO MOTTA ALVES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-08-02,2024,exoneracao,ADE￾MARIO MOTTA ALVES,ADE￾MARIO MOTTA ALVES,sim,MOTTA:MISC|ALVES:LOC|Motta Alves:PER,do cargo em comissão de Assistente III,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSUmQxSnJWWGRSVkdOMFRVUlNRazFUTURCU2FrMHpURlJyZDA1RlZYUlJWR3hFVWtWYVIxSkZVa1JTUkU1RlRWUmpNMDU2VlhsTmFrazFUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-08-02.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,3163,,,,,,nao,,,,,,,,,
ADE￾NILSON NUNES BEATRIZ,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-03-04,2024,exoneracao,ADE￾NILSON NUNES BEATRIZ,ADE￾NILSON NUNES BEATRIZ,sim,Nunes Beatriz:PER,do cargo em comissão de Assistente,da Subsecretaria de Comunicação Social e Publicidade,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSTk1FMXJSVEZTVlZWMFRWVlplRkZwTURCTmFrbDNURlZLUTFKclJYUk9WR3N3VDFSWk5VNVZXWGhQUkU1RlRWUmpNMDU2VlRCT2Fsa3dUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-03-04.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,7331,,,,,,nao,,,,,,,,,
ADHAN WILLIAN PROTHES DIAS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-04-05,2024,exoneracao,ADHAN WILLIAN PROTHES DIAS,ADHAN WILLIAN PROTHES DIAS,sim,ADHAN WILLIAN PROTHES DIAS:MISC|Adhan Willian Prothes Dias:PER,do cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFhwRmVVNXFXVEJPVkZsMFQwUlJkMDlUTURCT2VteEZURlJuTTFGVVkzUk9ha0UwVVhwT1FsSkVTWGhPTUUxNlRWUmpNMDU2VlRCT2FsVXdUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-04-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,6455,,,,,,nao,,,,,,,,,
ADIEL CUNHA DE MORAIS NETO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2023-12-20,2023,exoneracao,ADIEL CUNHA DE MORAIS NETO,ADIEL CUNHA DE MORAIS NETO,sim,Adiel Cunha:PER,do cargo em comissão de Assessor,do Departamento de Transportes Rodo￾viários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0U1IwMXFRVEJSTUZWMFVWUmtSRkpUTURCUk1GcEZURlZKTTAxcVFYUlJNRTVEVGxSUk1FMXFUa1pPYWxaRlRWUmpNMDU2VlRCT2FtZDZUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2023\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2023-12-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2023.csv,184,,,,,,nao,,,,,,,,,
ADIEL CUNHA DE MORAIS NETO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2023-12-20,2023,nomeacao,ADIEL CUNHA DE MORAIS NETO,ADIEL CUNHA DE MORAIS NETO,sim,Adiel Cunha:PER,para exercer o cargo em comissão de Diretor de Divisão,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0U1IwMXFRVEJSTUZWMFVWUmtSRkpUTURCUk1GcEZURlZKTTAxcVFYUlJNRTVEVGxSUk1FMXFUa1pPYWxaRlRWUmpNMDU2VlRCT2FtZDZUMUU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2023\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2023-12-20.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2023.csv,186,exoneracao,2023-12-20,do cargo em comissão de Assessor,do Departamento de Transportes Rodo￾viários do Estado do Rio de Janeiro - DETRO/RJ,0,sim,2023-12-20,do cargo em comissão de Assessor,do Departamento de Transportes Rodo￾viários do Estado do Rio de Janeiro - DETRO/RJ,0,sim,sim,,,
ADIEL CUNHA DE MORAIS NETO,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-27,2024,exoneracao,ADIEL CUNHA DE MORAIS NETO,ADIEL CUNHA DE MORAIS NETO,sim,Adiel Cunha:PER,do cargo em comissão de Diretor de Divisão,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSbk5GSlVTWGhPUkVGMFRXcEpNbEpETURCTlJHTjNURlJuZUZKRVVYUk9WVVYzVDFWTk5FNVZWVFZPYTA1RVRWUmpNMDU2VlhsTmFsVjVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4953,nomeacao,2023-12-20,para exercer o cargo em comissão de Diretor de Divisão,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,159,nao,,,,,,,,,
ADIEL CUNHA DE MORAIS NETO,4,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-27,2024,nomeacao,ADIEL CUNHA DE MORAIS NETO,ADIEL CUNHA DE MORAIS NETO,sim,Adiel Cunha:PER,para exercer o cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSbk5GSlVTWGhPUkVGMFRXcEpNbEpETURCTlJHTjNURlJuZUZKRVVYUk9WVVYzVDFWTk5FNVZWVFZPYTA1RVRWUmpNMDU2VlhsTmFsVjVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,4951,exoneracao,2024-05-27,do cargo em comissão de Diretor de Divisão,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,0,sim,2024-05-27,do cargo em comissão de Diretor de Divisão,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,0,sim,nao,,,
ADIEL CUNHA MORAIS NETO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-11-05,2024,exoneracao,ADIEL CUNHA MORAIS NETO,ADIEL CUNHA MORAIS NETO,sim,CUNHA MORAIS NETO:PER,do cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwck1FMUVWWGxOUlVWMFVWUkJOVTFETURCTlJWSkVURlJuZVU1clJYUlBWRVUwVVhwSk0xRnFaRVZOUlUxNFRWUmpNMDU2VlhoUFJHTTBUV2M5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-05.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1001,,,,,,nao,,,,,,,,,
ADILSON ALVES DE SOUZA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-15,2025,nomeacao,ADILSON ALVES DE SOUZA,ADILSON ALVES DE SOUZA,sim,ADILSON ALVES DE SOUZA:LOC|Adilson Alves De Souza:PER,para exercer o cargo em co- missão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVdwYVIxSlZSVE5QUkZWMFQwUlJkMDE1TURCT2VteEZURlZKTUU1RlJYUlJWRXBHVW1wck5GSkZVVEJSYWxKRFRWUmpNMDU2VlhoT1JHTXdUbEU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3820,,,,,,nao,,,,,,,,,
ADILSON BLOISE JUNIOR,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-10-21,2024,nomeacao,ADILSON BLOISE JUNIOR,ADILSON BLOISE JUNIOR,sim,ADILSON BLOISE JUNIOR:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwc1JsSnJUVEJOVlVWMFRsUk5lbEpwTURCT2EwWkZURlJyZWxKVlJYUlNhbVJDVGxSck1WSnJTa1JOYWxFelRWUmpNMDU2VlhoUFJHZDZUVkU5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1440,,,,,,nao,,,,,,,,,
ADILSON BLOISE JUNIOR,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-27,2025,exoneracao,ADILSON BLOISE JUNIOR,ADILSON BLOISE JUNIOR,sim,ADILSON BLOISE JUNIOR:PER,do cargo em comissão de Assistente,do Departamento de Recursos Minerais - DRM-RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBSTk1WSlVSWGRPVkVWMFVWUlNSazlUTURCUlZVWkVURlZKZUZKRlRYUk5WRUpEVVRCU1IwMXJTWGRPVkZKR1RWUmpNMDU2VlhoT2FsVXhUbmM5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7178,nomeacao,2024-10-21,,,157,nao,,,,,,,,,
ADILSON BLOISE JUNIOR,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-03-27,2025,nomeacao,ADILSON BLOISE JUNIOR,ADILSON BLOISE JUNIOR,sim,ADILSON BLOISE JUNIOR:PER,para exercer o cargo em comissão de Auxiliar de Gabinete,do Departamento de Recursos Minerais - DRM-RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBSTk1WSlVSWGRPVkVWMFVWUlNSazlUTURCUlZVWkVURlZKZUZKRlRYUk5WRUpEVVRCU1IwMXJTWGRPVkZKR1RWUmpNMDU2VlhoT2FsVXhUbmM5UFE9PQ==,LAKE\RJ\2025\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-03-27.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,7179,exoneracao,2025-03-27,do cargo em comissão de Assistente,do Departamento de Recursos Minerais - DRM-RJ,0,sim,2025-03-27,do cargo em comissão de Assistente,do Departamento de Recursos Minerais - DRM-RJ,0,sim,nao,,,
ADILSON DA ROCHA CARVALHO FILHO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-04-08,2025,nomeacao,ADILSON DA ROCHA CARVALHO FILHO,ADILSON DA ROCHA CARVALHO FILHO,sim,ADILSON:LOC|ROCHA CARVALHO FILHO:LOC|Adilson Da Rocha Carvalho Filho:PER,para exercer o cargo em comissão de Assistente II,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wb1IxRnFWa1JPVkZGMFRVUlplVTlUTURCU1JWRjZURlZKZDA1clRYUk9hbU0wVFVWUk5FMUVUVFJSVkdzelRWUmpNMDU2VlhoT2FsRjRUV2M5UFE9PQ==,LAKE\RJ\2025\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-04-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,6856,,,,,,nao,,,,,,,,,
ADILSON DA SILVA MOREIRA DOS SANTOS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-04-03,2024,exoneracao,ADILSON DA SILVA MOREIRA DOS SANTOS,ADILSON DA SILVA MOREIRA DOS SANTOS,sim,ADILSON DA SILVA MOREIRA:PER,do cargo em comissão de Coordenador de Unidade,da Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro - FAETEC,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wSk5VNTZVVFZQVlUxMFRUQktSVTE1TURCUFZHeEZURlZGTUUxcVRYUk9WRVUwVDFST1IwOUVSVEZOVlUwd1RWUmpNMDU2VlRCT2FsVXhUMEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-04-03.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,6581,,,,,,nao,,,,,,,,,
ADILSON DE ASSIS MARTINS,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-02,2026,nomeacao,ADILSON DE ASSIS MARTINS,ADILSON DE ASSIS MARTINS,sim,ADILSON DE ASSIS MARTINS:LOC|Adilson De Assis Martins:PER,para exercer o cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10Vk0wOUVXWGROVlZWMFQwUkNSVTVETURCT1ZFbDZURlZHUkZGcVRYUlNWR1JIVDBSR1JsRXdUVFJPUkZKSFRWUmpNMDU2VlhoTlJGVjZUWGM5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-02.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2565,,,,,,nao,,,,,,,,,
ADILSON DE ASSIS MARTINS,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-17,2026,exoneracao,ADILSON DE ASSIS MARTINS,ADILSON DE ASSIS MARTINS,sim,ADILSON DE ASSIS MARTINS:LOC|Adilson De Assis Martins:PER,do cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBWV1JrNVVRa1ZQUlZGMFVsUlNSVTVETURCUFZHUkVURlJyTkU1clJYUlBSVXBEVVhwamVrMTZhelJQUkVaRFRWUmpNMDU2VlhkT2VrRTFUWGM5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,571,nomeacao,2026-03-02,para exercer o cargo em comissão de Ajudante I,,46,nao,,,,,,,,,
ADILSON DE FARIA MACIEL,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-29,2026,exoneracao,ADILSON DE FARIA MACIEL,ADILSON DE FARIA MACIEL,sim,ADILSON DE FARIA MACIEL:LOC|Adilson De Faria Maciel:PER,do cargo de Secretário de Estado,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDFSSmVrMXJTa2RTUlUxMFVWUkdSVTU1TURCU1ZWRTBURlJuTkU5VVNYUk5NRmw1VGxWTk5WRXdTVFZPZWtWNVRWUmpNMDU2VlhkT2FsRTFUa0U5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-29.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2,,,,,,nao,,,,,,,,,
