nome_normalizado,nome_exemplo,total_atos,total_nomeacoes,total_exoneracoes,total_retornos_apos_exoneracao,primeira_data,ultima_data,cargos_distintos,orgaos_distintos,teve_nomeacao_e_exoneracao,teve_retorno_apos_exoneracao
ADRIANA MACHADO DA SILVA,ADRIANA MACHADO DA SILVA,1,0,1,0,2023-05-30,2023-05-30,1,1,nao,nao
ADRIANA MAIAROTTI JUSTO,ADRIANA MAIAROTTI JUSTO,1,0,1,0,2021-06-11,2021-06-11,1,0,nao,nao
ADRIANA MARA OLIVEIRA OSBORNE DA COSTA,ADRIANA MARA OLIVEIRA OSBORNE DA COSTA,1,0,1,0,2024-11-04,2024-11-04,1,0,nao,nao
ADRIANA MARCAL VIEIRA,ADRIANA MARÇAL VIEIRA,1,1,0,0,2025-07-16,2025-07-16,1,1,nao,nao
ADRIANA MARIA TRAVERSO MEDINA NUNES,ADRIANA MARIA TRAVERSO MEDINA NUNES,1,1,0,0,2021-02-11,2021-02-11,0,0,nao,nao
ADRIANA MARINS LEAL FERREIRA,ADRIANA MARINS LEAL FERREIRA,1,0,1,0,2021-12-02,2021-12-02,1,1,nao,nao
ADRIANA MARTINS ROUX PEREZ,ADRIANA MARTINS ROUX PEREZ,4,2,2,1,2023-10-11,2026-03-19,2,0,sim,sim
ADRIANA MATRICIANO XAVIER DE LIMA,ADRIANA MATRICIANO XAVIER DE LIMA,2,1,1,0,2021-01-29,2021-05-18,1,1,sim,nao
ADRIANA MEDEIROS DA FONSECA COSTA,ADRIANA MEDEIROS DA FONSECA COSTA,1,0,1,0,2020-12-10,2020-12-10,1,1,nao,nao
ADRIANA MIRANDA PEDRO,ADRIANA MIRANDA PEDRO,4,2,2,2,2023-03-27,2026-04-07,2,1,sim,sim
ADRIANA MOREIRA DE OLIVEIRA,ADRIANA MOREIRA DE OLIVEIRA,1,1,0,0,2024-11-05,2024-11-05,1,1,nao,nao
ADRIANA MOTA GODINHO,ADRIANA MOTA GODINHO,2,1,1,1,2021-07-06,2021-07-06,1,1,sim,sim
ADRIANA NOGUEIRA BASILIO,ADRIANA NOGUEIRA BASÍLIO,1,1,0,0,2021-06-10,2021-06-10,0,1,nao,nao
ADRIANA NOVIS LEITE PINTO,ADRIANA NOVIS LEITE PINTO,1,1,0,0,2024-03-26,2024-03-26,0,0,nao,nao
ADRIANA NUNES DAMASCENO,ADRIANA NUNES DAMASCENO,1,1,0,0,2025-07-15,2025-07-15,1,1,nao,nao
ADRIANA OLIVEIRA DONATO,ADRIANA OLIVEIRA DONATO,3,2,1,1,2023-11-23,2024-11-12,1,1,sim,sim
ADRIANA PAIXAO DE ALMEIDA,ADRIANA PAIXÃO DE ALMEIDA,2,1,1,1,2022-06-01,2023-05-05,1,1,sim,sim
ADRIANA PARRINI FUCKS,ADRIANA PARRINI FUCKS,2,1,1,0,2021-02-22,2022-04-25,1,1,sim,nao
ADRIANA PAULO DE CARVALHO,ADRIANA PAULO DE CARVALHO,2,2,0,0,2025-06-02,2026-01-15,1,0,nao,nao
ADRIANA PEREIRA FERREIRA,ADRIANA PEREIRA FERREIRA,1,0,1,0,2023-04-25,2023-04-25,1,1,nao,nao
ADRIANA PEREIRA FRONY,ADRIANA PEREIRA FRONY,4,2,2,1,2024-05-06,2024-09-05,3,1,sim,sim
ADRIANA PEREIRA FURTADO,ADRIANA PEREIRA FURTADO,3,1,2,1,2020-11-26,2024-04-01,2,1,sim,sim
ADRIANA PEREIRA GREGORIO SILVA,ADRIANA PEREIRA GREGÓRIO SILVA,1,0,1,0,2021-10-01,2021-10-01,1,0,nao,nao
ADRIANA PEREIRA MENDES,ADRIANA PEREIRA MENDES,3,1,2,1,2022-05-05,2023-11-06,2,0,sim,sim
ADRIANA PIZAO NOGUEIRA DE OLIVEIRA,ADRIANA PIZÃO NOGUEIRA DE OLIVEIRA,3,2,1,1,2025-11-05,2025-11-17,3,2,sim,sim
ADRIANA QUERES RODRIGUES,ADRIANA QUERES RODRIGUES,1,1,0,0,2024-06-25,2024-06-25,1,1,nao,nao
ADRIANA RABELLO CORTES,ADRIANA RABELLO CORTES,2,1,1,0,2023-01-16,2025-08-15,1,0,sim,nao
ADRIANA RAEDER GABRIEL,ADRIANA RAEDER GABRIEL,1,1,0,0,2021-07-01,2021-07-01,1,0,nao,nao
ADRIANA REIS,ADRIANA REIS,3,1,2,1,2021-04-06,2023-08-22,3,2,sim,sim
ADRIANA RIBEIRO DE CASTRO,ADRIANA RIBEIRO DE CASTRO,1,1,0,0,2026-03-24,2026-03-24,1,0,nao,nao
ADRIANA RIO CUBEIRO DOS SANTOS,ADRIANA RIO CUBEIRO DOS SANTOS,2,1,1,0,2024-02-05,2026-03-23,2,1,sim,nao
ADRIANA RODRIGUES DE LIMA SANTOS,ADRIANA RODRIGUES DE LIMA SANTOS,1,1,0,0,2022-03-23,2022-03-23,0,0,nao,nao
ADRIANA RODRIGUES DE SOUZA,ADRIANA RODRIGUES DE SOUZA,3,1,2,1,2021-09-20,2022-05-31,3,2,sim,sim
ADRIANA SAMPAIO LOPES,ADRIANA SAMPAIO LOPES,1,1,0,0,2025-09-15,2025-09-15,1,1,nao,nao
ADRIANA SANTOS,ADRIANA SANTOS,1,1,0,0,2022-07-18,2022-07-18,0,1,nao,nao
ADRIANA SANTOS PEREIRA,ADRIANA SANTOS PEREIRA,1,1,0,0,2023-03-20,2023-03-20,0,0,nao,nao
ADRIANA SILVA DE BARROS,ADRIANA SILVA DE BARROS,1,0,1,0,2021-11-04,2021-11-04,1,1,nao,nao
ADRIANA SILVA DE OLIVEIRA,ADRIANA SILVA DE OLIVEIRA,2,1,1,0,2023-08-22,2025-05-19,2,1,sim,nao
ADRIANA SOUZA MOTA DOROTEU,ADRIANA SOUZA MOTA DOROTEU,1,0,1,0,2023-03-30,2023-03-30,1,1,nao,nao
ADRIANA TRINDADE FONSECA GOMES,ADRIANA TRINDADE FONSECA GOMES,3,2,1,1,2022-11-25,2023-05-12,1,0,sim,sim
ADRIANA VALLIM CECILIO,ADRIANA VALLIM CECILIO,1,0,1,0,2026-01-23,2026-01-23,1,1,nao,nao
ADRIANA VIEIRA DA SILVA COSTA,ADRIANA VIEIRA DA SILVA COSTA,2,1,1,0,2023-01-16,2025-05-15,1,0,sim,nao
ADRIANA VIEIRA TAMARA DO ROSARIO,ADRIANA VIEIRA TAMARA DO ROSÁRIO,2,1,1,0,2023-12-11,2024-04-08,1,0,sim,nao
ADRIANE ABREU DE SOUZA,ADRIANE ABREU DE SOUZA,1,1,0,0,2025-04-01,2025-04-01,0,0,nao,nao
ADRIANE BOSCO TEIXEIRA DOS SANTOS,ADRIANE BOSCO TEIXEIRA DOS SANTOS,1,1,0,0,2023-10-17,2023-10-17,1,1,nao,nao
ADRIANE DE ARAUJO PINHEIRO PENA,ADRIANE DE ARAUJO PINHEIRO PENA,3,1,2,1,2023-10-19,2025-07-29,3,1,sim,sim
ADRIANE REIS SABROZA,ADRIANE REIS SABROZA,5,3,2,2,2020-10-13,2021-06-24,2,2,sim,sim
ADRIANE SILVA CRUZ,ADRIANE SILVA CRUZ,1,1,0,0,2023-12-20,2023-12-20,1,1,nao,nao
ADRIANE VIANA DA ROCHA,ADRIANE VIANA DA ROCHA,1,0,1,0,2021-07-08,2021-07-08,1,1,nao,nao
ADRIANO ACIOLI DE LIMA,ADRIANO ACIOLI DE LIMA,1,0,1,0,2020-10-15,2020-10-15,1,0,nao,nao
ADRIANO ALBUQUERQUE BARBOSA,ADRIANO ALBUQUERQUE BARBOSA,1,1,0,0,2025-03-11,2025-03-11,0,0,nao,nao
ADRIANO AUGUSTO VALLIM DE SOUZA,ADRIANO AUGUSTO VALLIM DE SOUZA,1,0,1,0,2021-01-05,2021-01-05,1,0,nao,nao
ADRIANO CARDOSO PELLUSO,ADRIANO CARDOSO PELLUSO,4,1,3,1,2022-12-29,2024-03-11,2,0,sim,sim
ADRIANO CARDOSO PELUZO,ADRIANO CARDOSO PELUZO,1,1,0,0,2020-12-15,2020-12-15,0,0,nao,nao
ADRIANO CARNEIRO GIGLIO,ADRIANO CARNEIRO GIGLIO,1,0,1,0,2021-03-08,2021-03-08,1,0,nao,nao
ADRIANO CONCEICAO MAGALHAES,ADRIANO CONCEIÇÃO MAGALHÃES,1,1,0,0,2024-11-27,2024-11-27,1,1,nao,nao
ADRIANO CRUZ DOS SANTOS,ADRIANO CRUZ DOS SANTOS,1,1,0,0,2022-08-02,2022-08-02,0,1,nao,nao
ADRIANO DA CONCEICAO JUNIOR,ADRIANO DA CONCEIÇÃO JUNIOR,1,1,0,0,2024-02-01,2024-02-01,0,0,nao,nao
ADRIANO DA COSTA MARINHO,ADRIANO DA COSTA MARINHO,2,1,1,0,2023-02-06,2023-12-04,1,0,sim,nao
ADRIANO DA MOTTA ESTEVES,ADRIANO DA MOTTA ESTEVES,1,1,0,0,2023-04-11,2023-04-11,0,0,nao,nao
ADRIANO DA SILVA,ADRIANO DA SILVA,1,1,0,0,2021-11-12,2021-11-12,1,1,nao,nao
ADRIANO DA SILVA CRUZ,ADRIANO DA SILVA CRUZ,1,1,0,0,2024-11-04,2024-11-04,0,0,nao,nao
ADRIANO DE OLIVEIRA DA SILVA,ADRIANO DE OLIVEIRA DA SILVA,2,1,1,0,2021-07-01,2022-07-13,1,1,sim,nao
ADRIANO DE SOUZA NEIVA,ADRIANO DE SOUZA NEIVA,1,0,1,0,2022-04-12,2022-04-12,1,1,nao,nao
ADRIANO DE SOUZA PATROCINIO,ADRIANO DE SOUZA PATROCÍNIO,2,1,1,0,2021-06-18,2022-05-02,1,1,sim,nao
ADRIANO DIAS DE MELLO,ADRIANO DIAS DE MELLO,1,0,1,0,2020-11-23,2020-11-23,1,1,nao,nao
ADRIANO DO ESPIRITO SANTO,ADRIANO DO ESPIRITO SANTO,1,1,0,0,2024-04-02,2024-04-02,1,1,nao,nao
ADRIANO DOS SANTOS,ADRIANO DOS SANTOS,1,0,1,0,2020-11-10,2020-11-10,1,0,nao,nao
ADRIANO DUARTE DA SILVA,ADRIANO DUARTE DA SILVA,4,2,2,1,2021-01-14,2021-08-31,2,1,sim,sim
ADRIANO FORTUNATO DE SOUZA FREITAS,ADRIANO FORTUNATO DE SOUZA FREITAS,1,0,1,0,2021-01-08,2021-01-08,1,1,nao,nao
ADRIANO FREITAS BORGES,ADRIANO FREITAS BORGES,1,1,0,0,2025-03-19,2025-03-19,0,1,nao,nao
ADRIANO GARCIA DE LIMA,ADRIANO GARCIA DE LIMA,1,0,1,0,2025-07-08,2025-07-08,1,1,nao,nao
ADRIANO GASPAR RIBEIRO ROSA,ADRIANO GASPAR RIBEIRO ROSA,1,1,0,0,2025-05-14,2025-05-14,0,0,nao,nao
ADRIANO GONCALVES,ADRIANO GONÇALVES,2,1,1,0,2023-06-19,2025-02-12,1,0,sim,nao
ADRIANO GONCALVES DE MORAES,ADRIANO GONÇALVES DE MORAES,1,1,0,0,2022-08-05,2022-08-05,0,1,nao,nao
ADRIANO GUEDES CUSTODIO,ADRIANO GUEDES CUSTÓDIO,5,3,2,2,2020-11-30,2021-08-24,2,2,sim,sim
ADRIANO JASMELINO DA SILVA FILHO,ADRIANO JASMELINO DA SILVA FILHO,1,1,0,0,2020-12-10,2020-12-10,1,1,nao,nao
ADRIANO JOAQUIM GOMES,ADRIANO JOAQUIM GOMES,1,0,1,0,2022-04-06,2022-04-06,1,0,nao,nao
ADRIANO JOSE DE MELO MORAIS,ADRIANO JOSÉ DE MELO MORAIS,3,1,2,1,2021-10-08,2025-09-30,2,1,sim,sim
ADRIANO JOSE DOS SANTOS,ADRIANO JOSÉ DOS SANTOS,2,1,1,1,2023-01-05,2025-11-26,1,1,sim,sim
ADRIANO JOSE MATTOS,ADRIANO JOSÉ MATTOS,1,1,0,0,2021-01-22,2021-01-22,0,0,nao,nao
ADRIANO JOSE MENEGUCCI DE BRITO,ADRIANO JOSE MENEGUCCI DE BRITO,1,1,0,0,2025-10-16,2025-10-16,1,1,nao,nao
ADRIANO LARANJEIRA,ADRIANO LARANJEIRA,2,1,1,0,2021-08-02,2023-08-02,2,1,sim,nao
ADRIANO LIMA DOS SANTOS,ADRIANO LIMA DOS SANTOS,1,0,1,0,2025-01-16,2025-01-16,1,0,nao,nao
ADRIANO LIMA MARTINS,ADRIANO LIMA MARTINS,1,1,0,0,2026-03-24,2026-03-24,1,0,nao,nao
ADRIANO LOPES DE QUEIROZ,ADRIANO LOPES DE QUEIROZ,1,1,0,0,2023-04-17,2023-04-17,0,1,nao,nao
ADRIANO LOPES RIBEIRO GOMES,ADRIANO LOPES RIBEIRO GOMES,5,2,3,1,2021-05-24,2025-07-10,4,0,sim,sim
ADRIANO LUCIO DE MATOS,ADRIANO LUCIO DE MATOS,1,1,0,0,2023-06-06,2023-06-06,0,0,nao,nao
ADRIANO LUIZ PINA MOTTA,ADRIANO LUIZ PINA MOTTA,1,1,0,0,2023-06-05,2023-06-05,0,1,nao,nao
ADRIANO MALAFAIA PEREIRA,ADRIANO MALAFAIA PEREIRA,1,1,0,0,2023-08-10,2023-08-10,0,1,nao,nao
ADRIANO MELO DE LIMA,ADRIANO MELO DE LIMA,1,1,0,0,2025-05-28,2025-05-28,1,1,nao,nao
ADRIANO PINHEIRO SALES,ADRIANO PINHEIRO SALES,1,1,0,0,2021-04-20,2021-04-20,0,1,nao,nao
ADRIANO RAMOS CORREA,ADRIANO RAMOS CORRÊA,1,0,1,0,2025-09-09,2025-09-09,1,0,nao,nao
ADRIANO ROBERTO DE MELLO DANEZZI,ADRIANO ROBERTO DE MELLO DANEZZI,2,2,0,0,2021-07-13,2021-07-15,0,0,nao,nao
ADRIANO RODRIGUES DA SILVA,ADRIANO RODRIGUES DA SILVA,1,1,0,0,2026-01-28,2026-01-28,1,1,nao,nao
ADRIANO SANTOS DE LIMA,ADRIANO SANTOS DE LIMA,2,2,0,0,2023-05-05,2024-09-06,1,1,nao,nao
ADRIANO SANTOS RESENDE,ADRIANO SANTOS RESENDE,1,0,1,0,2021-02-19,2021-02-19,1,1,nao,nao
ADRIANO SIDDIQUI BARRAZA,ADRIANO SIDDIQUI BARRAZA,8,4,4,4,2023-06-15,2025-09-26,5,4,sim,sim
ADRIANO SILVA DE LIMA,ADRIANO SILVA DE LIMA,3,2,1,1,2023-11-10,2025-04-15,1,1,sim,sim
ADRIANO SILVA DE SOUZA,ADRIANO SILVA DE SOUZA,1,1,0,0,2023-01-13,2023-01-13,0,0,nao,nao
ADRIANO SILVA DOS SANTOS,ADRIANO SILVA DOS SANTOS,2,1,1,1,2021-06-11,2021-06-11,1,2,sim,sim
ADRIANO SOUZA DE MARIA,ADRIANO SOUZA DE MARIA,1,0,1,0,2021-11-30,2021-11-30,1,1,nao,nao
ADRIANO VIEIRA DO NASCIMENTO,ADRIANO VIEIRA DO NASCIMENTO,1,0,1,0,2021-08-12,2021-08-12,1,1,nao,nao
ADRIANO VINHAL SOARES,ADRIANO VINHAL SOARES,1,0,1,0,2021-07-23,2021-07-23,1,0,nao,nao
ADRIANO VINICIUS MONTEIRO BERTO,ADRIANO VINÍCIUS MONTEIRO BERTO,4,2,2,1,2022-06-01,2023-01-19,2,0,sim,sim
ADRIEL NUNES SEGAL,ADRIEL NUNES SEGAL,2,1,1,0,2023-07-24,2024-04-25,2,1,sim,nao
ADRIELE LAURINDO GOMES BRUNO,ADRIELE LAURINDO GOMES BRUNO,1,0,1,0,2023-04-12,2023-04-12,1,1,nao,nao
ADRIELE STEFANI ROSA,ADRIELE STEFANI ROSA,1,1,0,0,2022-06-08,2022-06-08,1,0,nao,nao
ADRIELLE LAURINDO GOMES,ADRIELLE LAURINDO GOMES,1,1,0,0,2021-03-10,2021-03-10,1,1,nao,nao
ADRIELLE LIMA DA SILVA PIRASSOLI,ADRIELLE LIMA DA SILVA PIRASSOLI,1,0,1,0,2022-11-10,2022-11-10,1,0,nao,nao
ADRIELLE ROCHA PEREIRA DA SILVA,ADRIELLE ROCHA PEREIRA DA SILVA,3,2,1,0,2023-04-12,2025-07-01,2,1,sim,nao
ADRIELLE SANTANA,ADRIELLE SANTANA,1,1,0,0,2023-04-17,2023-04-17,0,0,nao,nao
ADRIENNE FERNANDA DA SILVA LIRA,ADRIENNE FERNANDA DA SILVA LIRA,2,1,1,1,2020-10-29,2020-10-29,1,1,sim,sim
ADRYENI OLIVEIRA DA SILVA,ADRYENI OLIVEIRA DA SILVA,1,0,1,0,2024-08-05,2024-08-05,1,0,nao,nao
ADSON COUTINHO DE SOUZA SANT ANNA,ADSON COUTINHO DE SOUZA SANT ANNA,1,1,0,0,2022-09-06,2022-09-06,1,1,nao,nao
ADVALDO RODRIGUES SOUZA,ADVALDO RODRIGUES SOUZA,1,1,0,0,2024-11-05,2024-11-05,0,0,nao,nao
AELTON VALLE SOARES,AELTON VALLE SOARES,1,0,1,0,2022-11-03,2022-11-03,1,1,nao,nao
AERTON MENZES SILVA NETO,AERTON MENZES SILVA NETO,1,1,0,0,2024-04-05,2024-04-05,0,0,nao,nao
AERTTON DOS SANTOS RIBEIRO,AERTTON DOS SANTOS RIBEIRO,1,1,0,0,2020-11-26,2020-11-26,1,0,nao,nao
AFFONSO ANDRADE DOS SANTOS,AFFONSO ANDRADE DOS SANTOS,1,0,1,0,2023-09-21,2023-09-21,1,0,nao,nao
AFFONSO D'ANZICOURT E SILVA,AFFONSO D'ANZICOURT E SILVA,7,4,3,3,2021-01-08,2026-03-19,7,0,sim,sim
AFONSO JOSE LOURENCO WARGAS,AFONSO JOSÉ LOURENÇO WARGAS,4,1,3,1,2021-06-18,2022-04-11,2,2,sim,sim
AFONSO LUIZ DA SILVA RIBEIRO,AFONSO LUIZ DA SILVA RIBEIRO,3,2,1,1,2020-12-11,2025-04-07,1,0,sim,sim
AFRANIO LEITE DA SILVA,AFRANIO LEITE DA SILVA,3,1,2,1,2023-01-10,2025-05-28,2,0,sim,sim
AGACI MENINO DE MACEDO,AGACI MENINO DE MACEDO,4,2,2,2,2020-10-22,2022-07-14,3,2,sim,sim
AGATA LUIZ ALVARRNAS BRAZ,ÁGATA LUIZ ALVARRNAS BRAZ,1,1,0,0,2023-03-02,2023-03-02,0,0,nao,nao
AGATHA BARBOSA DE SOUZA,AGATHA BARBOSA DE SOUZA,1,0,1,0,2023-01-23,2023-01-23,1,0,nao,nao
AGATHA CHRISTIAN DA SILVA COSTA,AGATHA CHRISTIAN DA SILVA COSTA,1,1,0,0,2025-09-09,2025-09-09,1,1,nao,nao
AGATHA DE OLIVEIRA BORGES,AGATHA DE OLIVEIRA BORGES,1,1,0,0,2023-04-03,2023-04-03,0,0,nao,nao
AGATHA FERNANDA DOS SANTOS FRANCISCO,AGATHA FERNANDA DOS SANTOS FRANCISCO,3,1,2,1,2025-08-14,2025-10-10,3,2,sim,sim
AGATHA FERNANDES MUNIZ DE SOUZA,AGATHA FERNANDES MUNIZ DE SOUZA,1,1,0,0,2025-10-13,2025-10-13,0,0,nao,nao
AGATHA LIZ CABALIN,AGATHA LIZ CABALIN,1,1,0,0,2026-02-19,2026-02-19,1,1,nao,nao
AGATHA SABINO TEIXEIRA,AGATHA SABINO TEIXEIRA,1,1,0,0,2025-08-05,2025-08-05,1,1,nao,nao
AGATHA TOMAZINO MENDONCA,AGATHA TOMAZINO MENDONÇA,1,1,0,0,2025-10-06,2025-10-06,0,0,nao,nao
AGATHA WEINBERG,ÁGATHA WEINBERG,1,0,1,0,2022-01-11,2022-01-11,1,1,nao,nao
AGDAN MIRANDA FERNANDES,AGDAN MIRANDA FERNANDES,1,0,1,0,2021-06-11,2021-06-11,1,1,nao,nao
AGDAN MIRANDA FERNANDES -MAJ PM,AGDAN MIRANDA FERNANDES -MAJ PM,1,1,0,0,2023-06-05,2023-06-05,0,1,nao,nao
AGENOR ANTUNES DE ABREU,AGENOR ANTUNES DE ABREU,3,2,1,0,2021-01-11,2025-02-27,1,1,sim,nao
AGENOR CESAR JUNQUEIRA LEITE,AGENOR CESAR JUNQUEIRA LEITE,1,0,1,0,2021-04-01,2021-04-01,1,1,nao,nao
AGHATA DO NASCIMENTO OAKES,AGHATA DO NASCIMENTO OAKES,1,0,1,0,2022-08-04,2022-08-04,1,0,nao,nao
AGHATA LOPES TOMMASI OLIVEIRA,AGHATA LOPES TOMMASI OLIVEIRA,1,1,0,0,2022-07-25,2022-07-25,0,0,nao,nao
AGHATTA DIAS DE MEDEIROS,AGHATTA DIAS DE MEDEIROS,6,3,3,2,2021-04-01,2023-09-05,3,2,sim,sim
AGNALDO BORBOREMA DA SILVA,AGNALDO BORBOREMA DA SILVA,3,2,1,1,2021-09-10,2022-05-23,2,1,sim,sim
AGNALDO CARVALHO DA SILVA,AGNALDO CARVALHO DA SILVA,1,0,1,0,2025-04-03,2025-04-03,1,0,nao,nao
AGNALDO MOTTA DE ANDRADE,AGNALDO MOTTA DE ANDRADE,1,1,0,0,2023-01-11,2023-01-11,0,1,nao,nao
AGNALDO PEREIRA DAS CHAGAS,AGNALDO PEREIRA DAS CHAGAS,1,0,1,0,2023-12-08,2023-12-08,1,0,nao,nao
AGNALDO PEREIRA DAS XAGAS,AGNALDO PEREIRA DAS XAGAS,1,1,0,0,2023-08-09,2023-08-09,0,0,nao,nao
AGNES ALESSANDRO MARTINS DALZINI,AGNES ALESSANDRO MARTINS DALZINI,5,2,3,1,2022-06-08,2024-11-06,4,2,sim,sim
AGNES DE CARVALHO FELICIANO,AGNES DE CARVALHO FELICIANO,2,1,1,0,2023-12-20,2024-02-01,1,1,sim,nao
AGNES TEODORO DURAES,AGNES TEODORO DURÃES,1,0,1,0,2022-02-15,2022-02-15,1,1,nao,nao
AGNILDO MARTINS DA SILVA,AGNILDO MARTINS DA SILVA,1,1,0,0,2025-03-12,2025-03-12,0,0,nao,nao
AGOSTINHO MACSON TARCISO SILVA,AGOSTINHO MACSON TARCISO SILVA,2,1,1,0,2023-09-13,2026-03-26,2,1,sim,nao
AGRICIO RIBEIRO SAMPAIO DE MENEZES,AGRICIO RIBEIRO SAMPAIO DE MENEZES,2,1,1,0,2022-08-04,2023-04-27,1,2,sim,nao
AGUINALDO BALON,AGUINALDO BALON,2,1,1,1,2020-10-19,2020-10-19,2,1,sim,sim
AGUINALDO FERREIRA,AGUINALDO FERREIRA,2,1,1,1,2020-11-11,2020-11-24,2,0,sim,sim
AGUINALDO FERREIRA DA COSTA JUNIOR,AGUINALDO FERREIRA DA COSTA JUNIOR,1,0,1,0,2022-08-24,2022-08-24,1,0,nao,nao
AGUINALDO FRANKLIN,AGUINALDO FRANKLIN,1,1,0,0,2021-07-01,2021-07-01,0,0,nao,nao
AGUINALDO LEAL NOGUEIRA,AGUINALDO LEAL NOGUEIRA,6,3,3,2,2021-08-24,2026-04-17,5,1,sim,sim
AGUINALDO MOREIRA DE SOUZA,AGUINALDO MOREIRA DE SOUZA,1,1,0,0,2026-03-13,2026-03-13,1,0,nao,nao
AGUINALDO SILVA DIAS JUNIOR,AGUINALDO SILVA DIAS JUNIOR,2,1,1,1,2023-02-13,2023-12-06,2,1,sim,sim
AGUINALDO SILVA DIAS NETO,AGUINALDO SILVA DIAS NETO,1,0,1,0,2023-03-01,2023-03-01,1,1,nao,nao
AIDA MATTOS AMARAL,AIDA MATTOS AMARAL,3,1,2,1,2021-03-11,2021-04-21,3,2,sim,sim
AIDE RAQUEL,AIDÊ RAQUEL,1,1,0,0,2021-05-05,2021-05-05,0,1,nao,nao
AIDE RAQUEL DA MATA SOARES,AIDÊ RAQUEL DA MATA SOARES,3,1,2,1,2021-06-15,2023-01-17,2,1,sim,sim
AILSON CHAGAS PORTO,AILSON CHAGAS PORTO,2,1,1,0,2021-03-10,2021-06-22,2,0,sim,nao
AILSON FERREIRA DA SILVA,AILSON FERREIRA DA SILVA,3,1,2,1,2021-09-20,2024-08-01,2,1,sim,sim
AILSON LESSA DA SILVA,AILSON LESSA DA SILVA,2,1,1,1,2025-02-03,2025-02-03,1,0,sim,sim
AILTO SILVA NETO,AILTO SILVA NETO,1,1,0,0,2025-02-11,2025-02-11,0,0,nao,nao
AILTON ALVES DE OLIVEIRA,AILTON ALVES DE OLIVEIRA,6,3,3,2,2024-02-05,2025-02-11,4,1,sim,sim
AILTON BARRETO CASTRICINI,AILTON BARRETO CASTRICINI,8,5,3,3,2021-01-11,2025-10-15,2,1,sim,sim
AILTON BITENCOURT BARBOSA,AILTON BITENCOURT BARBOSA,3,2,1,1,2023-10-02,2025-11-04,3,1,sim,sim
AILTON CARLOS DA SILVA,AILTON CARLOS DA SILVA,2,1,1,0,2021-09-20,2021-12-08,2,0,sim,nao
AILTON DE OLIVEIRA SILVA,AILTON DE OLIVEIRA SILVA,1,1,0,0,2025-08-14,2025-08-14,1,0,nao,nao
AILTON DE PAULA ARANTES,AILTON DE PAULA ARANTES,1,1,0,0,2025-10-30,2025-10-30,1,0,nao,nao
AILTON FELIPE CIVICO,AILTON FELIPE CIVICO,1,1,0,0,2021-02-23,2021-02-23,0,0,nao,nao
AILTON GAIO,AILTON GAIO,1,1,0,0,2025-08-29,2025-08-29,1,0,nao,nao
AILTON GONCALVES MORAES BARROS,AILTON GONÇALVES MORAES BARROS,2,1,1,0,2021-03-03,2022-03-28,2,1,sim,nao
AILTON MARQUES PESSANHA,AILTON MARQUES PESSANHA,1,1,0,0,2023-08-10,2023-08-10,1,1,nao,nao
AILTON MONTEIRO,AILTON MONTEIRO,1,0,1,0,2020-10-29,2020-10-29,1,1,nao,nao
AILTON PRIMO DA SILVA,AILTON PRIMO DA SILVA,3,1,2,1,2021-03-18,2022-07-08,2,3,sim,sim
AIMAR HEVIA DO VALLE FILHO,AIMAR HEVIA DO VALLE FILHO,2,1,1,0,2023-05-24,2025-10-10,1,0,sim,nao
AIMEE WEISS FERNANDES,AIMÉE WEISS FERNANDES,3,2,1,1,2023-08-09,2025-01-09,2,1,sim,sim
AIRAM SILVA DOS SANTOS,AIRAM SILVA DOS SANTOS,7,4,3,3,2020-12-11,2024-12-02,3,4,sim,sim
AIRES FRANCISCO DE OLIVEIRA,AIRES FRANCISCO DE OLIVEIRA,2,1,1,0,2022-09-29,2023-10-17,1,1,sim,nao
AIRTON ALVES DOS SANTOS,AIRTON ALVES DOS SANTOS,4,1,3,1,2020-11-06,2022-08-26,3,3,sim,sim
AIRTON GUIMARAES PERES,AIRTON GUIMARÃES PERES,1,0,1,0,2022-05-11,2022-05-11,1,0,nao,nao
AIRTON MONTEIRO,AIRTON MONTEIRO,1,1,0,0,2022-09-23,2022-09-23,0,0,nao,nao
AIRTON MOREIRA COSTA,AIRTON MOREIRA COSTA,1,1,0,0,2024-09-03,2024-09-03,1,1,nao,nao
AIRTON SIQUEIRA DA SILVA,AIRTON SIQUEIRA DA SILVA,1,1,0,0,2022-01-26,2022-01-26,0,1,nao,nao
AIRYS DHANY CARDOSO,AIRYS DHANY CARDOSO,1,1,0,0,2026-01-23,2026-01-23,1,1,nao,nao
AISLAN DE SOUZA COELHO,AISLAN DE SOUZA COELHO,1,0,1,0,2022-08-02,2022-08-02,1,0,nao,nao
AISLAN MENEZES DA SILVA,AISLAN MENEZES DA SILVA,5,3,2,2,2024-09-11,2024-10-29,5,2,sim,sim
AIX DE OLIVEIRA SILVA,AIX DE OLIVEIRA SILVA,1,0,1,0,2021-05-03,2021-05-03,1,0,nao,nao
ALAIDE MARCONDES ALVES DE ALMEIDA CAMPOS,ALAIDE MARCONDES ALVES DE ALMEIDA CAMPOS,1,1,0,0,2024-04-30,2024-04-30,1,0,nao,nao
ALAILTON RIBEIRO GOULART,ALAILTON RIBEIRO GOULART,2,1,1,0,2025-04-11,2026-04-20,2,0,sim,nao
ALAN ABRAAO PESTANA,ALAN ABRAAO PESTANA,1,1,0,0,2026-02-19,2026-02-19,1,0,nao,nao
